,gene symbol,ensembl ID,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:Low,Proteomics-DB:Low,HPA-Ab:,Mouse Infertility,Druggable,CITDBase
2369,TMEM94,ENSG00000177728,0.0686679370004176,No data,No data,No data,No data,No data,No data,0.343339685002088,transmembrane protein 94,True,,,,,,
2370,SCNN1G,ENSG00000166828,0.0686679370004176,No data,No data,No data,No data,No data,No data,0.343339685002088,sodium channel epithelial 1 subunit gamma,True,,,,,,
2371,TNFAIP1,ENSG00000109079,0.0686679370004176,No data,No data,No data,No data,No data,No data,0.343339685002088,TNF alpha induced protein 1,True,,,,,,
2372,ADAL,ENSG00000168803,0.0686679370004176,No data,No data,No data,No data,No data,No data,0.343339685002088,adenosine deaminase like,True,,,,,,
2373,GAR1,ENSG00000070729,0.0686679370004176,No data,No data,No data,No data,No data,No data,0.343339685002088,GAR1 ribonucleoprotein,True,,,,,,
2374,RNASE10,ENSG00000182545,0.0686679370004176,No data,No data,No data,No data,No data,No data,0.343339685002088,ribonuclease A family member 10 (inactive),True,,,,,,
2375,XYLB,ENSG00000093217,0.0686679370004176,No data,No data,No data,No data,No data,No data,0.343339685002088,xylulokinase,True,,,,,,
2376,DYNC1I2,ENSG00000077380,0.0686679370004176,No data,No data,No data,No data,No data,No data,0.343339685002088,dynein cytoplasmic 1 intermediate chain 2,True,,,,,,
2377,SLC38A10,ENSG00000157637,0.0686679370004176,No data,No data,No data,No data,No data,No data,0.343339685002088,solute carrier family 38 member 10,True,,,,,,
2378,VMP1,ENSG00000062716,0.0686679370004176,No data,No data,No data,No data,No data,No data,0.343339685002088,vacuole membrane protein 1,True,,,,,,
2379,TPCN2,ENSG00000162341,0.0686679370004176,No data,No data,No data,No data,No data,No data,0.343339685002088,two pore segment channel 2,True,,,,,,
2380,ASB5,ENSG00000164122,0.0686679370004176,No data,No data,No data,No data,No data,No data,0.343339685002088,ankyrin repeat and SOCS box containing 5,True,,,,,,
2381,CSRP3,ENSG00000129170,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,cysteine and glycine rich protein 3,True,,,,,,
2382,CTNNA3,ENSG00000183230,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,catenin alpha 3,True,,,,,,
2383,MYH10,ENSG00000133026,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,myosin heavy chain 10,True,,,,,,
2384,IRX4,ENSG00000113430,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,iroquois homeobox 4,True,,,,,,
2385,PDLIM5,ENSG00000163110,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,PDZ and LIM domain 5,True,,,,,,
2386,LRRC10,ENSG00000198812,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,leucine rich repeat containing 10,True,,,,,,
2387,GJA5,ENSG00000265107,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,gap junction protein alpha 5,True,,,,,,
2388,GAS2L3,ENSG00000139354,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,growth arrest specific 2 like 3,True,,,,,,
2389,MYH11,ENSG00000133392,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,myosin heavy chain 11,True,,,,,,
2390,TRIM54,ENSG00000138100,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,tripartite motif containing 54,True,,,,,,
2391,MRGPRD,ENSG00000172938,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,MAS related GPR family member D,True,,,,,,
2392,MYL2,ENSG00000111245,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,myosin light chain 2,True,,,,,,
2393,HBEGF,ENSG00000113070,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,heparin binding EGF like growth factor,True,—,F,—,,Y,True
2394,ACE2,ENSG00000130234,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,angiotensin converting enzyme 2,True,—,F,—,,Y,True
2395,HEXIM1,ENSG00000186834,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,HEXIM P-TEFb complex subunit 1,True,,,,,,
2396,COX7A1,ENSG00000161281,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,cytochrome c oxidase subunit 7A1,True,,,,,,
2397,TNNT2,ENSG00000118194,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,"troponin T2, cardiac type",True,,,,,,
2398,OPA3,ENSG00000125741,0.0685053218643563,No data,No data,No data,No data,No data,No data,0.3425266093217816,outer mitochondrial membrane lipid metabolism regulator OPA3,True,,,,,,
2399,CD59,ENSG00000284969,0.0684831470730752,No data,No data,No data,No data,0.03695798546847018,No data,0.33317623899825866,CD59 molecule (CD59 blood group),True,,,,,,
2400,NOTCH2,ENSG00000134250,0.0684757554759815,No data,No data,No data,No data,0.01847899273423509,No data,0.337759029196349,notch receptor 2,True,,,,,,
2401,GPX1,ENSG00000233276,0.0684314058934194,No data,No data,No data,No data,0.03695798546847018,No data,0.3329175330999794,glutathione peroxidase 1,True,,,,,,
2402,SYCP2L,ENSG00000153157,0.0679953016648914,No data,No data,No data,No data,No data,No data,0.3399765083244572,synaptonemal complex protein 2 like,True,,,,,,
2403,MACROD1,ENSG00000133315,0.0676922461840499,No data,No data,No data,No data,0.022174791281082105,No data,0.3329175330999794,mono-ADP ribosylhydrolase 1,True,,,,,,
2404,COL4A2,ENSG00000134871,0.0676922461840499,No data,No data,No data,No data,0.022174791281082105,No data,0.3329175330999794,collagen type IV alpha 2 chain,True,,,,,,
2405,ABCD1,ENSG00000101986,0.0676460487022144,No data,No data,No data,No data,0.02125084164437035,No data,0.3329175330999794,ATP binding cassette subfamily D member 1,True,,,,,,
2406,SOX11,ENSG00000176887,0.0676405050043941,No data,No data,No data,No data,No data,No data,0.3382025250219706,SRY-box transcription factor 11,True,,,,,,
2407,FGF18,ENSG00000156427,0.0676405050043941,No data,No data,No data,No data,No data,No data,0.3382025250219706,fibroblast growth factor 18,True,,,,,,
2408,ETV4,ENSG00000175832,0.0675518058392698,No data,No data,No data,No data,No data,No data,0.337759029196349,ETS variant transcription factor 4,True,,,,,,
2409,PLXNB2,ENSG00000196576,0.0675518058392698,No data,No data,No data,No data,No data,No data,0.337759029196349,plexin B2,True,,,,,,
2410,ALDH1A2,ENSG00000128918,0.0675518058392698,No data,No data,No data,No data,No data,No data,0.337759029196349,aldehyde dehydrogenase 1 family member A2,True,,,,,,
2411,WNT11,ENSG00000085741,0.0675518058392698,No data,No data,No data,No data,No data,No data,0.337759029196349,Wnt family member 11,True,,,,,,
2412,SIX1,ENSG00000126778,0.0675518058392698,No data,No data,No data,No data,No data,No data,0.337759029196349,SIX homeobox 1,True,,,,,,
2413,SIX2,ENSG00000170577,0.0675518058392698,No data,No data,No data,No data,No data,No data,0.337759029196349,SIX homeobox 2,True,,,,,,
2414,IGF2BP1,ENSG00000159217,0.0675518058392698,No data,No data,No data,No data,No data,No data,0.337759029196349,insulin like growth factor 2 mRNA binding protein 1,True,,,,,,
2415,RIT1,ENSG00000143622,0.0675074562567076,No data,No data,No data,No data,0.01847899273423509,No data,0.3329175330999794,Ras like without CAAX 1,True,,,,,,
2416,UQCRB,ENSG00000156467,0.0675074562567076,No data,No data,No data,No data,0.01847899273423509,No data,0.3329175330999794,ubiquinol-cytochrome c reductase binding protein,True,,,,,,
2417,DISC1,ENSG00000162946,0.0675074562567076,No data,No data,No data,No data,0.01847899273423509,No data,0.3329175330999794,DISC1 scaffold protein,True,,,,,,
2418,SLC7A7,ENSG00000155465,0.0674335402857706,No data,No data,No data,No data,No data,No data,0.3371677014288534,solute carrier family 7 member 7,True,,,,,,
2419,SLC16A10,ENSG00000112394,0.0674335402857706,No data,No data,No data,No data,No data,No data,0.3371677014288534,solute carrier family 16 member 10,True,,,,,,
2420,SLC6A19,ENSG00000174358,0.0674335402857706,No data,No data,No data,No data,No data,No data,0.3371677014288534,solute carrier family 6 member 19,True,,,,,,
2421,MOCS1,ENSG00000124615,0.0674335402857706,No data,No data,No data,No data,No data,No data,0.3371677014288534,molybdenum cofactor synthesis 1,True,,,,,,
2422,SLC23A1,ENSG00000089057,0.0674335402857706,No data,No data,No data,No data,No data,No data,0.3371677014288534,solute carrier family 23 member 1,True,,,,,,
2423,PRDX2,ENSG00000167815,0.0673230769736482,No data,No data,No data,No data,0.013756583479930565,No data,0.33317623899825866,peroxiredoxin 2,True,,,,,,
2424,CYB561A3,ENSG00000162144,0.0673226663293652,No data,No data,No data,No data,0.014783194187388073,No data,0.3329175330999794,cytochrome b561 family member A3,True,,,,,,
2425,KLF5,ENSG00000102554,0.0673152747322715,No data,No data,No data,No data,0.011087395640541052,No data,0.33380452475122263,Kruppel like factor 5,True,,,,,,
2426,POLR1C,ENSG00000171453,0.0672764688475296,No data,No data,No data,No data,0.013859244550676317,No data,0.3329175330999794,RNA polymerase I and III subunit C,True,,,,,,
2427,FGL1,ENSG00000104760,0.0672339671642409,No data,No data,No data,No data,No data,No data,0.3361698358212047,fibrinogen like 1,True,,,,,,
2428,RETNLB,ENSG00000163515,0.0672339671642409,No data,No data,No data,No data,No data,No data,0.3361698358212047,resistin like beta,True,,,,,,
2429,RCC1,ENSG00000180198,0.0671378764020229,No data,No data,No data,No data,0.011087395640541052,No data,0.3329175330999794,regulator of chromosome condensation 1,True,,,,,,
2430,KAT8,ENSG00000103510,0.0671378764020229,No data,No data,No data,No data,0.011087395640541052,No data,0.3329175330999794,lysine acetyltransferase 8,True,,,,,,
2431,ITGA11,ENSG00000137809,0.0671083100136481,No data,No data,No data,No data,No data,No data,0.33554155006824077,integrin subunit alpha 11,True,,,,,,
2432,TCIRG1,ENSG00000110719,0.0671083100136481,No data,No data,No data,No data,No data,No data,0.33554155006824077,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3",True,,,,,,
2433,ENAM,ENSG00000132464,0.0671083100136481,No data,No data,No data,No data,No data,No data,0.33554155006824077,enamelin,True,,,,,,
2434,OTUD7A,ENSG00000169918,0.0671083100136481,No data,No data,No data,No data,No data,No data,0.33554155006824077,OTU deubiquitinase 7A,True,,,,,,
2435,LCAT,ENSG00000213398,0.0670048276543364,No data,No data,No data,No data,0.007391597093694037,No data,0.33317623899825866,lecithin-cholesterol acyltransferase,True,,,,,,
2436,SLC4A1,ENSG00000004939,0.0670048276543364,No data,No data,No data,No data,0.007391597093694037,No data,0.33317623899825866,solute carrier family 4 member 1 (Diego blood group),True,,,,,,
2437,CYFIP1,ENSG00000273749,0.0669651816249135,No data,No data,No data,No data,0.3348259081245677,No data,No data,cytoplasmic FMR1 interacting protein 1,True,,,,,,
2438,SORD,ENSG00000140263,0.0669530864746805,No data,No data,No data,No data,0.007391597093694037,No data,0.3329175330999794,sorbitol dehydrogenase,True,,,,,,
2439,CYP7A1,ENSG00000167910,0.0669530864746805,No data,No data,No data,No data,0.007391597093694037,No data,0.3329175330999794,cytochrome P450 family 7 subfamily A member 1,True,,,,,,
2440,DDX25,ENSG00000109832,0.0668791705037436,No data,No data,No data,No data,No data,No data,0.33439585251871823,DEAD-box helicase 25,True,,,,,,
2441,ACSBG1,ENSG00000103740,0.0668791705037436,No data,No data,No data,No data,No data,No data,0.33439585251871823,acyl-CoA synthetase bubblegum family member 1,True,,,,,,
2442,SULT1E1,ENSG00000109193,0.0668791705037436,No data,No data,No data,No data,No data,No data,0.33439585251871823,sulfotransferase family 1E member 1,True,,,,,,
2443,RC3H1,ENSG00000135870,0.0667609049502445,No data,No data,No data,No data,No data,No data,0.33380452475122263,ring finger and CCCH-type domains 1,True,,,,,,
2444,CLDN15,ENSG00000106404,0.0667609049502445,No data,No data,No data,No data,No data,No data,0.33380452475122263,claudin 15,True,,,,,,
2445,EHF,ENSG00000135373,0.0667609049502445,No data,No data,No data,No data,No data,No data,0.33380452475122263,ETS homologous factor,True,,,,,,
2446,E2F4,ENSG00000205250,0.0667609049502445,No data,No data,No data,No data,No data,No data,0.33380452475122263,E2F transcription factor 4,True,,,,,,
2447,SAV1,ENSG00000151748,0.0667609049502445,No data,No data,No data,No data,No data,No data,0.33380452475122263,salvador family WW domain containing protein 1,True,,,,,,
2448,MCM2,ENSG00000073111,0.0667609049502445,No data,No data,No data,No data,No data,No data,0.33380452475122263,minichromosome maintenance complex component 2,True,,,,,,
2449,FOXL1,ENSG00000176678,0.0667609049502445,No data,No data,No data,No data,No data,No data,0.33380452475122263,forkhead box L1,True,,,,,,
2450,MAN2C1,ENSG00000140400,0.0667609049502445,No data,No data,No data,No data,No data,No data,0.33380452475122263,mannosidase alpha class 2C member 1,True,,,,,,
2451,RUNX1T1,ENSG00000079102,0.0667609049502445,No data,No data,No data,No data,No data,No data,0.33380452475122263,RUNX1 partner transcriptional co-repressor 1,True,,,,,,
2452,NKX2-3,ENSG00000119919,0.0667609049502445,No data,No data,No data,No data,No data,No data,0.33380452475122263,NK2 homeobox 3,True,,,,,,
2453,AP1M2,ENSG00000129354,0.0667609049502445,No data,No data,No data,No data,No data,No data,0.33380452475122263,adaptor related protein complex 1 subunit mu 2,True,,,,,,
2454,TNS3,ENSG00000136205,0.0667609049502445,No data,No data,No data,No data,No data,No data,0.33380452475122263,tensin 3,True,,,,,,
2455,SLC22A4,ENSG00000197208,0.0667609049502445,No data,No data,No data,No data,No data,No data,0.33380452475122263,solute carrier family 22 member 4,True,,,,,,
2456,PRKAA1,ENSG00000132356,0.0666352477996517,No data,No data,No data,No data,No data,No data,0.33317623899825866,protein kinase AMP-activated catalytic subunit alpha 1,True,,,,,,
2457,HLA-DQB2,ENSG00000232629,0.0666352477996517,No data,No data,No data,No data,No data,No data,0.33317623899825866,"major histocompatibility complex, class II, DQ beta 2",True,,,,,,
2458,CD47,ENSG00000196776,0.0666352477996517,No data,No data,No data,No data,No data,No data,0.33317623899825866,CD47 molecule,True,,,,,,
2459,NMNAT3,ENSG00000163864,0.0666352477996517,No data,No data,No data,No data,No data,No data,0.33317623899825866,nicotinamide nucleotide adenylyltransferase 3,True,,,,,,
2460,EPB41,ENSG00000159023,0.0666352477996517,No data,No data,No data,No data,No data,No data,0.33317623899825866,erythrocyte membrane protein band 4.1,True,,,,,,
2461,PRKAG1,ENSG00000181929,0.0666352477996517,No data,No data,No data,No data,No data,No data,0.33317623899825866,protein kinase AMP-activated non-catalytic subunit gamma 1,True,,,,,,
2462,ADD1,ENSG00000087274,0.0666352477996517,No data,No data,No data,No data,No data,No data,0.33317623899825866,adducin 1,True,,,,,,
2463,UGT1A8,ENSG00000242366,0.0665846304225923,0.06658463042259231,No data,No data,No data,No data,No data,No data,UDP glucuronosyltransferase family 1 member A8,True,,,,,,
2464,KLK13,ENSG00000167759,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,kallikrein related peptidase 13,True,,,,,,
2465,KLK13,ENSG00000167759,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,kallikrein related peptidase 13,True,,,,,,
2466,ADAMTSL4,ENSG00000143382,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ADAMTS like 4,True,,,,,,
2467,ADAMTSL4,ENSG00000143382,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ADAMTS like 4,True,,,,,,
2468,MFSD1,ENSG00000118855,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,major facilitator superfamily domain containing 1,True,,,,,,
2469,MFSD1,ENSG00000118855,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,major facilitator superfamily domain containing 1,True,,,,,,
2470,PGBD1,ENSG00000137338,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,piggyBac transposable element derived 1,True,,,,,,
2471,PGBD1,ENSG00000137338,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,piggyBac transposable element derived 1,True,,,,,,
2472,RCN1,ENSG00000049449,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,reticulocalbin 1,True,,,,,,
2473,RCN1,ENSG00000049449,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,reticulocalbin 1,True,,,,,,
2474,FAM216A,ENSG00000204856,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,family with sequence similarity 216 member A,True,,,,,,
2475,FAM216A,ENSG00000204856,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,family with sequence similarity 216 member A,True,,,,,,
2476,SOWAHA,ENSG00000198944,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,sosondowah ankyrin repeat domain family member A,True,,,,,,
2477,SOWAHA,ENSG00000198944,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,sosondowah ankyrin repeat domain family member A,True,,,,,,
2478,CEP135,ENSG00000174799,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,centrosomal protein 135,True,,,,,,
2479,CEP135,ENSG00000174799,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,centrosomal protein 135,True,,,,,,
2480,ZFP91-CNTF,ENSG00000255073,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ZFP91-CNTF readthrough (NMD candidate),True,,,,,,
2481,ZFP91-CNTF,ENSG00000255073,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ZFP91-CNTF readthrough (NMD candidate),True,,,,,,
2482,ST20-MTHFS,ENSG00000259332,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ST20-MTHFS readthrough,True,,,,,,
2483,ST20-MTHFS,ENSG00000259332,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ST20-MTHFS readthrough,True,,,,,,
2484,MAST3,ENSG00000099308,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,microtubule associated serine/threonine kinase 3,True,,,,,,
2485,MAST3,ENSG00000099308,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,microtubule associated serine/threonine kinase 3,True,,,,,,
2486,NAT1,ENSG00000171428,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,N-acetyltransferase 1,True,,,,,,
2487,NAT1,ENSG00000103546,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,N-acetyltransferase 1,True,,,,,,
2488,HMCN1,ENSG00000143341,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,hemicentin 1,True,,,,,,
2489,HMCN1,ENSG00000143341,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,hemicentin 1,True,,,,,,
2490,ERLIN1,ENSG00000107566,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ER lipid raft associated 1,True,,,,,,
2491,ERLIN1,ENSG00000107566,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ER lipid raft associated 1,True,,,,,,
2492,SLC36A1,ENSG00000123643,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,solute carrier family 36 member 1,True,,,,,,
2493,SLC36A1,ENSG00000123643,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,solute carrier family 36 member 1,True,,,,,,
2494,CDK5RAP3,ENSG00000108465,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,CDK5 regulatory subunit associated protein 3,True,,,,,,
2495,CDK5RAP3,ENSG00000108465,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,CDK5 regulatory subunit associated protein 3,True,,,,,,
2496,SPRED2,ENSG00000198369,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,sprouty related EVH1 domain containing 2,True,,,,,,
2497,SCAMP2,ENSG00000140497,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,secretory carrier membrane protein 2,True,,,,,,
2498,SCAMP2,ENSG00000140497,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,secretory carrier membrane protein 2,True,,,,,,
2499,ZFP91,ENSG00000186660,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase",True,,,,,,
2500,MAF,ENSG00000178573,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,MAF bZIP transcription factor,True,,,,,,
2501,MAF,ENSG00000178573,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,MAF bZIP transcription factor,True,,,,,,
2502,PDHX,ENSG00000110435,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,pyruvate dehydrogenase complex component X,True,,,,,,
2503,PDHX,ENSG00000110435,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,pyruvate dehydrogenase complex component X,True,,,,,,
2504,HIPK4,ENSG00000160396,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,homeodomain interacting protein kinase 4,True,,,,,,
2505,HIPK4,ENSG00000160396,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,homeodomain interacting protein kinase 4,True,,,,,,
2506,USP42,ENSG00000106346,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ubiquitin specific peptidase 42,True,,,,,,
2507,DYNC1LI1,ENSG00000144635,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,dynein cytoplasmic 1 light intermediate chain 1,True,,,,,,
2508,DYNC1LI1,ENSG00000144635,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,dynein cytoplasmic 1 light intermediate chain 1,True,,,,,,
2509,MLLT6,ENSG00000275023,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,"MLLT6, PHD finger containing",True,,,,,,
2510,MLLT6,ENSG00000275023,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,"MLLT6, PHD finger containing",True,,,,,,
2511,CAPN12,ENSG00000182472,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,calpain 12,True,,,,,,
2512,CAPN12,ENSG00000182472,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,calpain 12,True,,,,,,
2513,APOC4,ENSG00000267467,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,apolipoprotein C4,True,,,,,,
2514,APOC4,ENSG00000267467,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,apolipoprotein C4,True,,,,,,
2515,TBCE,ENSG00000285053,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,tubulin folding cofactor E,True,,,,,,
2516,TBCE,ENSG00000285053,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,tubulin folding cofactor E,True,,,,,,
2517,HERC1,ENSG00000103657,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,True,,,,,,
2518,SERPINB2,ENSG00000197632,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,serpin family B member 2,True,,,,,,
2519,MRGPRX1,ENSG00000170255,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,MAS related GPR family member X1,True,,,,,,
2520,RNF135,ENSG00000181481,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ring finger protein 135,True,,,,,,
2521,RNF135,ENSG00000181481,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ring finger protein 135,True,,,,,,
2522,CDK13,ENSG00000065883,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,cyclin dependent kinase 13,True,,,,,,
2523,ST6GALNAC3,ENSG00000184005,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",True,,,,,,
2524,MRGPRX4,ENSG00000179817,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,MAS related GPR family member X4,True,,,,,,
2525,MRGPRX4,ENSG00000179817,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,MAS related GPR family member X4,True,,,,,,
2526,BZW1,ENSG00000082153,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,basic leucine zipper and W2 domains 1,True,,,,,,
2527,COL16A1,ENSG00000084636,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,collagen type XVI alpha 1 chain,True,,,,,,
2528,UGGT1,ENSG00000136731,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,UDP-glucose glycoprotein glucosyltransferase 1,True,,,,,,
2529,ADAMTS14,ENSG00000138316,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ADAM metallopeptidase with thrombospondin type 1 motif 14,True,,,,,,
2530,MIR204,ENSG00000207935,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,microRNA 204,True,,,,,,
2531,GPR161,ENSG00000143147,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,G protein-coupled receptor 161,True,,,,,,
2532,PUDP,ENSG00000130021,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,pseudouridine 5'-phosphatase,True,,,,,,
2533,SUPT7L,ENSG00000119760,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,"SPT7 like, STAGA complex subunit gamma",True,,,,,,
2534,PRR5-ARHGAP8,ENSG00000248405,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,PRR5-ARHGAP8 readthrough,True,,,,,,
2535,GALK2,ENSG00000156958,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,galactokinase 2,True,,,,,,
2536,HACD3,ENSG00000074696,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,3-hydroxyacyl-CoA dehydratase 3,True,,,,,,
2537,CCDC25,ENSG00000147419,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,coiled-coil domain containing 25,True,,,,,,
2538,TMEM225,ENSG00000204300,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,transmembrane protein 225,True,,,,,,
2539,ZNF182,ENSG00000147118,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,zinc finger protein 182,True,—,F,—,,—,True
2540,TPK1,ENSG00000196511,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,thiamin pyrophosphokinase 1,True,,,,,,
2541,REV3L,ENSG00000009413,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,"REV3 like, DNA directed polymerase zeta catalytic subunit",True,,,,,,
2542,USP53,ENSG00000145390,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,ubiquitin specific peptidase 53,True,,,,,,
2543,MSH3,ENSG00000113318,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,mutS homolog 3,True,,,,,,
2544,TMEM104,ENSG00000109066,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,transmembrane protein 104,True,,,,,,
2545,NELL1,ENSG00000165973,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,neural EGFL like 1,True,,,,,,
2546,ULK3,ENSG00000140474,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,unc-51 like kinase 3,True,,,,,,
2547,ALDH1L1,ENSG00000144908,0.0665835066199958,No data,No data,No data,No data,No data,No data,0.3329175330999794,aldehyde dehydrogenase 1 family member L1,True,,,,,,
