target.gene_info.symbol,target.id,association_score.overall,association_score.datatypes.genetic_association,association_score.datatypes.somatic_mutation,association_score.datatypes.known_drug,association_score.datatypes.affected_pathway,association_score.datatypes.rna_expression,association_score.datatypes.literature,association_score.datatypes.animal_model,target.gene_info.name
TIAL1,ENSG00000151923,0.246905,0.0,0.0,0.0,0.0,0.0,0.0,0.246905,TIA1 cytotoxic granule associated RNA binding protein like 1
JAM3,ENSG00000166086,0.24677500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24677500000000002,junctional adhesion molecule 3
TSHZ1,ENSG00000179981,0.24662500000000004,0.0,0.0,0.0,0.0,0.0,0.012,0.24362500000000004,teashirt zinc finger homeobox 1
NHS,ENSG00000188158,0.24521777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.24521777777777776,NHS actin remodeling regulator
SH3PXD2B,ENSG00000174705,0.24504,0.0,0.0,0.0,0.0,0.0,0.0,0.24504,SH3 and PX domains 2B
KIF27,ENSG00000165115,0.24502722222222226,0.0,0.0,0.0,0.0,0.0,0.0,0.24502722222222226,kinesin family member 27
SLC19A2,ENSG00000117479,0.244375,0.0,0.0,0.0,0.0,0.0,0.0,0.244375,solute carrier family 19 member 2
SCML2,ENSG00000102098,0.244375,0.0,0.0,0.0,0.0,0.0,0.0,0.244375,Scm polycomb group protein like 2
MOV10L1,ENSG00000073146,0.244375,0.0,0.0,0.0,0.0,0.0,0.0,0.244375,Mov10 like RISC complex RNA helicase 1
SYTL4,ENSG00000102362,0.24436000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.24436000000000002,synaptotagmin like 4
SOX5,ENSG00000134532,0.24362500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24362500000000004,SRY-box transcription factor 5
FGFRL1,ENSG00000127418,0.24362500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24362500000000004,fibroblast growth factor receptor like 1
LTBP4,ENSG00000090006,0.24362500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.24362500000000004,latent transforming growth factor beta binding protein 4
EFEMP2,ENSG00000172638,0.24146,0.0,0.0,0.0,0.0,0.0,0.0,0.24146,EGF containing fibulin extracellular matrix protein 2
PON3,ENSG00000105852,0.23527500000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.23527500000000004,paraoxonase 3
WNK4,ENSG00000126562,0.23477000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.23477000000000003,WNK lysine deficient protein kinase 4
PTCH2,ENSG00000117425,0.2328,0.0,0.0,0.0,0.0,0.0,0.0,0.2328,patched 2
HDAC3,ENSG00000171720,0.2326,0.0,0.0,0.225,0.0,0.0,0.030400000000000003,0.0,histone deacetylase 3
SLC39A13,ENSG00000165915,0.2324,0.0,0.0,0.0,0.0,0.0,0.0,0.2324,solute carrier family 39 member 13
LARGE1,ENSG00000133424,0.23170000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.23170000000000002,LARGE xylosyl- and glucuronyltransferase 1
FKRP,ENSG00000181027,0.22707500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.22707500000000003,fukutin related protein
PXDN,ENSG00000130508,0.22707500000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.22707500000000003,peroxidasin
MTUS1,ENSG00000129422,0.22640000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.22640000000000005,microtubule associated scaffold protein 1
ATRAID,ENSG00000138085,0.22519999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.22519999999999998,all-trans retinoic acid induced differentiation factor
NDUFS2,ENSG00000158864,0.2225,0.0,0.0,0.2225,0.0,0.0,0.0,0.0,NADH:ubiquinone oxidoreductase core subunit S2
COMT,ENSG00000093010,0.21122500000000002,0.0,0.0,0.0,0.0,0.0,0.0449,0.2,catechol-O-methyltransferase
ANTXR1,ENSG00000169604,0.21027500000000002,0.0,0.0,0.0,0.0,0.0,0.041100000000000005,0.2,ANTXR cell adhesion molecule 1
SPIDR,ENSG00000164808,0.2079,0.0,0.0,0.0,0.0,0.0,0.0316,0.2,scaffold protein involved in DNA repair
NTF3,ENSG00000185652,0.2070388888888889,0.0,0.0,0.0,0.0,0.0,0.028155555555555555,0.2,neurotrophin 3
CBS,ENSG00000160200,0.2070388888888889,0.0,0.0,0.0,0.0,0.0,0.02815555555555556,0.2,cystathionine beta-synthase
AKT2,ENSG00000105221,0.20620000000000002,0.0,0.0,0.0,0.0,0.0,0.024800000000000003,0.2,AKT serine/threonine kinase 2
POR,ENSG00000127948,0.2039,0.0,0.0,0.0,0.0,0.0,0.015600000000000001,0.2,cytochrome p450 oxidoreductase
CCS,ENSG00000173992,0.2029125,0.0,0.0,0.0,0.0,0.0,0.02925,0.1956,copper chaperone for superoxide dismutase
ZFP36L2,ENSG00000152518,0.20290000000000002,0.0,0.0,0.0,0.0,0.0,0.0116,0.2,ZFP36 ring finger protein like 2
ENG,ENSG00000106991,0.201,0.0,0.0,0.0,0.0,0.0,0.0244,0.19490000000000002,endoglin
PCDHA10,ENSG00000250120,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,protocadherin alpha 10
GNL1,ENSG00000204590,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,G protein nucleolar 1 (putative)
SRC,ENSG00000197122,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"SRC proto-oncogene, non-receptor tyrosine kinase"
PLA2G2A,ENSG00000188257,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,phospholipase A2 group IIA
IMMP2L,ENSG00000184903,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,inner mitochondrial membrane peptidase subunit 2
GAS6,ENSG00000183087,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,growth arrest specific 6
PJA1,ENSG00000181191,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,praja ring finger ubiquitin ligase 1
FZD4,ENSG00000174804,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,frizzled class receptor 4
RESF1,ENSG00000174718,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,retroelement silencing factor 1
C1QTNF1,ENSG00000173918,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,C1q and TNF related 1
LAMB2,ENSG00000172037,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,laminin subunit beta 2
PDE7B,ENSG00000171408,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,phosphodiesterase 7B
ZRSR2,ENSG00000169249,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"
PBX3,ENSG00000167081,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,PBX homeobox 3
PKD1L2,ENSG00000166473,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,polycystin 1 like 2 (gene/pseudogene)
IL17RC,ENSG00000163702,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,interleukin 17 receptor C
STK36,ENSG00000163482,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,serine/threonine kinase 36
SCUBE1,ENSG00000159307,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"signal peptide, CUB domain and EGF like domain containing 1"
EDA,ENSG00000158813,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,ectodysplasin A
LSM14B,ENSG00000149657,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,LSM family member 14B
GAS2,ENSG00000148935,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,growth arrest specific 2
RABL2A,ENSG00000144134,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"RAB, member of RAS oncogene family like 2A"
ARNT,ENSG00000143437,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,aryl hydrocarbon receptor nuclear translocator
MBD1,ENSG00000141644,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,methyl-CpG binding domain protein 1
SMARCAL1,ENSG00000138375,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a like 1"
TMEM8B,ENSG00000137103,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,transmembrane protein 8B
LPIN1,ENSG00000134324,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,lipin 1
RGS22,ENSG00000132554,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,regulator of G protein signaling 22
SYNE1,ENSG00000131018,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,spectrin repeat containing nuclear envelope protein 1
PDE1B,ENSG00000123360,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,phosphodiesterase 1B
KCNJ8,ENSG00000121361,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,potassium inwardly rectifying channel subfamily J member 8
BBOF1,ENSG00000119636,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,basal body orientation factor 1
P3H1,ENSG00000117385,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,prolyl 3-hydroxylase 1
ECE1,ENSG00000117298,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,endothelin converting enzyme 1
PDE10A,ENSG00000112541,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,phosphodiesterase 10A
COL12A1,ENSG00000111799,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,collagen type XII alpha 1 chain
PHC1,ENSG00000111752,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,polyhomeotic homolog 1
ADGRD1,ENSG00000111452,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,adhesion G protein-coupled receptor D1
TNS2,ENSG00000111077,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,tensin 2
HSD17B1,ENSG00000108786,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,hydroxysteroid 17-beta dehydrogenase 1
FBXO24,ENSG00000106336,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,F-box protein 24
PDE4C,ENSG00000105650,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,phosphodiesterase 4C
CDC25B,ENSG00000101224,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,cell division cycle 25B
NUBP2,ENSG00000095906,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,nucleotide binding protein 2
PDE6C,ENSG00000095464,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,phosphodiesterase 6C
B4GALT1,ENSG00000086062,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"beta-1,4-galactosyltransferase 1"
RABL2B,ENSG00000079974,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,"RAB, member of RAS oncogene family like 2B"
DAZAP1,ENSG00000071626,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,DAZ associated protein 1
GPRC5A,ENSG00000013588,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,G protein-coupled receptor class C group 5 member A
CFH,ENSG00000000971,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,complement factor H
SLC18A2,ENSG00000165646,0.19902000000000003,0.0,0.0,0.0,0.0,0.0,0.020000000000000004,0.19402000000000003,solute carrier family 18 member A2
PAQR7,ENSG00000182749,0.19866000000000003,0.0,0.0,0.0,0.0,0.0,0.0172,0.19436000000000003,progestin and adipoQ receptor family member 7
CTNNB1,ENSG00000168036,0.1981815,0.0,0.0,0.0,0.0,0.0,0.047766,0.18624000000000002,catenin beta 1
CLDN11,ENSG00000013297,0.19805,0.0,0.0,0.0,0.0,0.0,0.0102,0.1955,claudin 11
CNTNAP1,ENSG00000108797,0.19790000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19790000000000002,contactin associated protein 1
MMP2,ENSG00000087245,0.19781828954081632,0.0,0.0,0.0,0.0,0.0,0.07063315816326532,0.18016,matrix metallopeptidase 2
PROX1,ENSG00000117707,0.19760000000000003,0.0,0.0,0.0,0.0,0.0,0.010800000000000002,0.19490000000000002,prospero homeobox 1
CUL7,ENSG00000044090,0.19760000000000003,0.0,0.0,0.0,0.0,0.0,0.010800000000000002,0.19490000000000002,cullin 7
FBN1,ENSG00000166147,0.1975,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.19490000000000002,fibrillin 1
NLGN3,ENSG00000196338,0.19662000000000002,0.0,0.0,0.0,0.0,0.0,0.010400000000000001,0.19402000000000003,neuroligin 3
NBEA,ENSG00000172915,0.19578,0.0,0.0,0.0,0.0,0.0,0.0,0.19578,neurobeachin
FAAP20,ENSG00000162585,0.1956,0.0,0.0,0.0,0.0,0.0,0.0,0.1956,FA core complex associated protein 20
RNF212,ENSG00000178222,0.19559241920722908,0.00036967682891636083,0.0,0.0,0.0,0.0,0.0,0.1955,ring finger protein 212
ZNF628,ENSG00000197483,0.1955,0.0,0.0,0.0,0.0,0.0,0.0,0.1955,zinc finger protein 628
PLD6,ENSG00000179598,0.1955,0.0,0.0,0.0,0.0,0.0,0.0,0.1955,phospholipase D family member 6
NUPR1,ENSG00000176046,0.1955,0.0,0.0,0.0,0.0,0.0,0.0,0.1955,"nuclear protein 1, transcriptional regulator"
SLC4A2,ENSG00000164889,0.1955,0.0,0.0,0.0,0.0,0.0,0.0,0.1955,solute carrier family 4 member 2
NME5,ENSG00000112981,0.1955,0.0,0.0,0.0,0.0,0.0,0.0,0.1955,NME/NM23 family member 5
TAZ,ENSG00000102125,0.1955,0.0,0.0,0.0,0.0,0.0,0.0,0.1955,tafazzin
SCMH1,ENSG00000010803,0.1955,0.0,0.0,0.0,0.0,0.0,0.0,0.1955,Scm polycomb group protein homolog 1
NGF,ENSG00000134259,0.19502713251133788,0.0,0.0,0.0,0.0,0.0,0.038668530045351465,0.18536000000000002,nerve growth factor
COL5A2,ENSG00000204262,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,collagen type V alpha 2 chain
SULF2,ENSG00000196562,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,sulfatase 2
STK40,ENSG00000196182,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,serine/threonine kinase 40
ROR1,ENSG00000185483,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,receptor tyrosine kinase like orphan receptor 1
FBXW8,ENSG00000174989,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,F-box and WD repeat domain containing 8
MN1,ENSG00000169184,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,"MN1 proto-oncogene, transcriptional regulator"
NPAS3,ENSG00000151322,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,neuronal PAS domain protein 3
PRDM16,ENSG00000142611,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,PR/SET domain 16
RCN3,ENSG00000142552,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,reticulocalbin 3
MYCN,ENSG00000134323,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,"MYCN proto-oncogene, bHLH transcription factor"
TSHZ3,ENSG00000121297,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,teashirt zinc finger homeobox 3
GORAB,ENSG00000120370,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,"golgin, RAB6 interacting"
PLAGL1,ENSG00000118495,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,PLAG1 like zinc finger 1
MDFI,ENSG00000112559,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,MyoD family inhibitor
PTGES3,ENSG00000110958,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,prostaglandin E synthase 3
ZFAND5,ENSG00000107372,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,zinc finger AN1-type containing 5
FBLN1,ENSG00000077942,0.19490000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.19490000000000002,fibulin 1
CETN2,ENSG00000147400,0.19402000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.19402000000000003,centrin 2
NXNL2,ENSG00000130045,0.19402000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.19402000000000003,nucleoredoxin like 2
CLCN5,ENSG00000171365,0.19196000000000002,0.0,0.0,0.0,0.0,0.0,0.038000000000000006,0.18246,chloride voltage-gated channel 5
BTD,ENSG00000169814,0.1917941098356009,0.0,0.0,0.0,0.0,0.0,0.022216439342403634,0.18624000000000002,biotinidase
MEX3B,ENSG00000183496,0.19147999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.19147999999999998,mex-3 RNA binding family member B
RTTN,ENSG00000176225,0.1904203611111111,0.0,0.0,0.0,0.0,0.0,0.04104144444444445,0.18016,rotatin
NR3C2,ENSG00000151623,0.18936182244345176,0.00010640199106564417,0.0,0.0,0.0,0.0,0.014199999999999999,0.18580000000000002,nuclear receptor subfamily 3 group C member 2
ZFP36,ENSG00000128016,0.18894000000000002,0.0,0.0,0.0,0.0,0.0,0.010800000000000002,0.18624000000000002,ZFP36 ring finger protein
CLCNKA,ENSG00000186510,0.18832000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18832000000000002,chloride voltage-gated channel Ka
NAGLU,ENSG00000108784,0.18708000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18708000000000002,N-acetyl-alpha-glucosaminidase
CREBBP,ENSG00000005339,0.18667,0.0,0.0,0.0,0.0,0.0,0.0146,0.18302000000000002,CREB binding protein
PLCD1,ENSG00000187091,0.18624000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18624000000000002,phospholipase C delta 1
TIMM23B-AGAP6,ENSG00000178440,0.18624000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18624000000000002,TIMM23B-AGAP6 readthrough (NMD candidate)
ZNF462,ENSG00000148143,0.18624000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18624000000000002,zinc finger protein 462
VLDLR,ENSG00000147852,0.18624000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18624000000000002,very low density lipoprotein receptor
KSR1,ENSG00000141068,0.18624000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18624000000000002,kinase suppressor of ras 1
RGN,ENSG00000130988,0.18624000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18624000000000002,regucalcin
CERS4,ENSG00000090661,0.18624000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18624000000000002,ceramide synthase 4
RNASE10,ENSG00000182545,0.18580000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18580000000000002,ribonuclease A family member 10 (inactive)
TMEM94,ENSG00000177728,0.18580000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18580000000000002,transmembrane protein 94
POLR2H,ENSG00000163882,0.18580000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18580000000000002,"RNA polymerase II, I and III subunit H"
TPCN2,ENSG00000162341,0.18580000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18580000000000002,two pore segment channel 2
SLC38A10,ENSG00000157637,0.18580000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18580000000000002,solute carrier family 38 member 10
FKBP9,ENSG00000122642,0.18580000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18580000000000002,FKBP prolyl isomerase 9
HNRNPA1,ENSG00000135486,0.18536000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18536000000000002,heterogeneous nuclear ribonucleoprotein A1
MYH11,ENSG00000133392,0.18536000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18536000000000002,myosin heavy chain 11
MYH10,ENSG00000133026,0.18536000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18536000000000002,myosin heavy chain 10
MACROD1,ENSG00000133315,0.18486,0.0,0.0,0.0,0.0,0.0,0.0188,0.18016,mono-ADP ribosylhydrolase 1
LCAT,ENSG00000213398,0.184375,0.0,0.0,0.0,0.0,0.0,0.016300000000000002,0.18030000000000002,lecithin-cholesterol acyltransferase
SYCP2L,ENSG00000153157,0.18398,0.0,0.0,0.0,0.0,0.0,0.0,0.18398,synaptonemal complex protein 2 like
DISC1,ENSG00000162946,0.1838211111111111,0.0,0.0,0.0,0.0,0.0,0.014644444444444444,0.18016,DISC1 scaffold protein
PLXNB2,ENSG00000196576,0.18278000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.18278000000000003,plexin B2
ALDH1A2,ENSG00000128918,0.18278000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.18278000000000003,aldehyde dehydrogenase 1 family member A2
TCIRG1,ENSG00000110719,0.18158000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18158000000000002,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
SAV1,ENSG00000151748,0.18064,0.0,0.0,0.0,0.0,0.0,0.0,0.18064,salvador family WW domain containing protein 1
MAN2C1,ENSG00000140400,0.18064,0.0,0.0,0.0,0.0,0.0,0.0,0.18064,mannosidase alpha class 2C member 1
CLDN15,ENSG00000106404,0.18064,0.0,0.0,0.0,0.0,0.0,0.0,0.18064,claudin 15
NMNAT3,ENSG00000163864,0.18030000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18030000000000002,nicotinamide nucleotide adenylyltransferase 3
ADD1,ENSG00000087274,0.18030000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18030000000000002,adducin 1
MLLT6,ENSG00000275023,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,"MLLT6, PHD finger containing"
YAE1,ENSG00000241127,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,YAE1 maturation factor of ABCE1
TPM2,ENSG00000198467,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,tropomyosin 2
WDSUB1,ENSG00000196151,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,"WD repeat, sterile alpha motif and U-box domain containing 1"
MAF,ENSG00000178573,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,MAF bZIP transcription factor
NAALADL2,ENSG00000177694,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,N-acetylated alpha-linked acidic dipeptidase like 2
ATG4B,ENSG00000168397,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,autophagy related 4B cysteine peptidase
FYCO1,ENSG00000163820,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,FYVE and coiled-coil domain autophagy adaptor 1
MIPOL1,ENSG00000151338,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,mirror-image polydactyly 1
CPSF7,ENSG00000149532,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,cleavage and polyadenylation specific factor 7
ZNF182,ENSG00000147118,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,zinc finger protein 182
ALDH1L1,ENSG00000144908,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,aldehyde dehydrogenase 1 family member L1
ADAMTSL4,ENSG00000143382,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,ADAMTS like 4
GPR161,ENSG00000143147,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,G protein-coupled receptor 161
EPC2,ENSG00000135999,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,enhancer of polycomb homolog 2
MAU2,ENSG00000129933,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,MAU2 sister chromatid cohesion factor
SUPT7L,ENSG00000119760,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,"SPT7 like, STAGA complex subunit gamma"
ANGPTL1,ENSG00000116194,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,angiopoietin like 1
GRM6,ENSG00000113262,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,glutamate metabotropic receptor 6
STIM2,ENSG00000109689,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,stromal interaction molecule 2
CDK5RAP3,ENSG00000108465,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,CDK5 regulatory subunit associated protein 3
KAT8,ENSG00000103510,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,lysine acetyltransferase 8
CYB5R3,ENSG00000100243,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,cytochrome b5 reductase 3
MYO15A,ENSG00000091536,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,myosin XVA
COL16A1,ENSG00000084636,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,collagen type XVI alpha 1 chain
CDK13,ENSG00000065883,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,cyclin dependent kinase 13
RCN1,ENSG00000049449,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,reticulocalbin 1
BRD9,ENSG00000028310,0.18016,0.0,0.0,0.0,0.0,0.0,0.0,0.18016,bromodomain containing 9
SELENOP,ENSG00000250722,0.18000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.18000000000000002,selenoprotein P
HBE1,ENSG00000213931,0.14841220462322235,0.14441220462322235,0.0,0.0,0.0,0.0,0.016,0.0,hemoglobin subunit epsilon 1
EDNRA,ENSG00000151617,0.10600000000000001,0.0,0.0,0.1,0.0,0.0,0.024,0.0,endothelin receptor type A
HDAC10,ENSG00000100429,0.1015,0.0,0.0,0.1,0.0,0.0,0.006,0.0,histone deacetylase 10
HDAC5,ENSG00000108840,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,histone deacetylase 5
HDAC7,ENSG00000061273,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,histone deacetylase 7
ABL1,ENSG00000097007,0.09,0.0,0.0,0.09,0.0,0.0,0.0,0.0,"ABL proto-oncogene 1, non-receptor tyrosine kinase"
MTHFR,ENSG00000177000,0.07264036397350543,0.0,0.0,0.0,0.0,0.0,0.07264036397350543,0.0,methylenetetrahydrofolate reductase
REN,ENSG00000143839,0.07032891363183648,0.0,0.0,0.0,0.0,0.0,0.07032891363183648,0.0,renin
IGFBP1,ENSG00000146678,0.06758151914249218,0.0,0.0,0.0,0.0,0.0,0.06758151914249218,0.0,insulin like growth factor binding protein 1
TIMP1,ENSG00000102265,0.0649615215419501,0.0,0.0,0.0,0.0,0.0,0.0649615215419501,0.0,TIMP metallopeptidase inhibitor 1
SMS,ENSG00000102172,0.06347756671330644,0.0,0.0,0.0,0.0,0.0,0.06347756671330644,0.0,spermine synthase
CYP2D6,ENSG00000100197,0.06222222222222223,0.0,0.0,0.0,0.0,0.0,0.06222222222222223,0.0,cytochrome P450 family 2 subfamily D member 6
HPX,ENSG00000110169,0.06021394659069917,0.0,0.0,0.0,0.0,0.0,0.06021394659069917,0.0,hemopexin
APOA1,ENSG00000118137,0.057010012472936716,0.0,0.0,0.0,0.0,0.0,0.057010012472936716,0.0,apolipoprotein A1
ST13,ENSG00000100380,0.05597021821909052,0.0,0.0,0.0,0.0,0.0,0.05597021821909052,0.0,ST13 Hsp70 interacting protein
SERPINE1,ENSG00000106366,0.054109919819197966,0.0,0.0,0.0,0.0,0.0,0.054109919819197966,0.0,serpin family E member 1
PON1,ENSG00000005421,0.053744077097505664,0.0,0.0,0.0,0.0,0.0,0.053744077097505664,0.0,paraoxonase 1
FLNA,ENSG00000196924,0.052119444444444454,0.0,0.0,0.0,0.0,0.0,0.052119444444444454,0.0,filamin A
