"symbol","overallAssociationScore","geneticAssociations","somaticMutations","drugs","pathwaysSystemsBiology","textMining","rnaExpression","animalModels","targetName"
"HLA-DQB1",0.06879632739155707,0.0003239588472146993,"No data","No data","No data",0.0425016832887407,"No data",0.33317623899825866,"major histocompatibility complex, class II, DQ beta 1"
"IL2RA",0.06871413448225318,"No data","No data","No data","No data",0.04157773365202895,"No data",0.33317623899825866,"interleukin 2 receptor subunit alpha"
"CYRIB",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"CYFIP related Rac1 interactor B"
"ZC3H12C",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"zinc finger CCCH-type containing 12C"
"FKBP9",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"FKBP prolyl isomerase 9"
"ZFP69",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"ZFP69 zinc finger protein"
"FARSA",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"phenylalanyl-tRNA synthetase subunit alpha"
"ALDH16A1",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"aldehyde dehydrogenase 16 family member A1"
"POLR2H",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"RNA polymerase II, I and III subunit H"
"ELK4",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"ETS transcription factor ELK4"
"SLC26A3",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"solute carrier family 26 member 3"
"TRIM9",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"tripartite motif containing 9"
"TMEM94",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"transmembrane protein 94"
"SCNN1G",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"sodium channel epithelial 1 subunit gamma"
"TNFAIP1",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"TNF alpha induced protein 1"
"ADAL",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"adenosine deaminase like"
"GAR1",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"GAR1 ribonucleoprotein"
"RNASE10",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"ribonuclease A family member 10 (inactive)"
"XYLB",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"xylulokinase"
"DYNC1I2",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"dynein cytoplasmic 1 intermediate chain 2"
"SLC38A10",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"solute carrier family 38 member 10"
"VMP1",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"vacuole membrane protein 1"
"TPCN2",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"two pore segment channel 2"
"ASB5",0.0686679370004176,"No data","No data","No data","No data","No data","No data",0.343339685002088,"ankyrin repeat and SOCS box containing 5"
"CSRP3",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"cysteine and glycine rich protein 3"
"CTNNA3",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"catenin alpha 3"
"MYH10",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"myosin heavy chain 10"
"IRX4",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"iroquois homeobox 4"
"PDLIM5",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"PDZ and LIM domain 5"
"LRRC10",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"leucine rich repeat containing 10"
"GJA5",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"gap junction protein alpha 5"
"GAS2L3",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"growth arrest specific 2 like 3"
"MYH11",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"myosin heavy chain 11"
"TRIM54",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"tripartite motif containing 54"
"MRGPRD",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"MAS related GPR family member D"
"MYL2",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"myosin light chain 2"
"HBEGF",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"heparin binding EGF like growth factor"
"ACE2",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"angiotensin converting enzyme 2"
"HEXIM1",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"HEXIM P-TEFb complex subunit 1"
"COX7A1",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"cytochrome c oxidase subunit 7A1"
"TNNT2",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"troponin T2, cardiac type"
"OPA3",0.06850532186435632,"No data","No data","No data","No data","No data","No data",0.3425266093217816,"outer mitochondrial membrane lipid metabolism regulator OPA3"
"CD59",0.06848314707307525,"No data","No data","No data","No data",0.03695798546847018,"No data",0.33317623899825866,"CD59 molecule (CD59 blood group)"
"NOTCH2",0.06847575547598156,"No data","No data","No data","No data",0.01847899273423509,"No data",0.337759029196349,"notch receptor 2"
"GPX1",0.0684314058934194,"No data","No data","No data","No data",0.03695798546847018,"No data",0.3329175330999794,"glutathione peroxidase 1"
"SYCP2L",0.06799530166489144,"No data","No data","No data","No data","No data","No data",0.3399765083244572,"synaptonemal complex protein 2 like"
"MACROD1",0.06769224618404998,"No data","No data","No data","No data",0.022174791281082105,"No data",0.3329175330999794,"mono-ADP ribosylhydrolase 1"
"COL4A2",0.06769224618404998,"No data","No data","No data","No data",0.022174791281082105,"No data",0.3329175330999794,"collagen type IV alpha 2 chain"
"ABCD1",0.0676460487022144,"No data","No data","No data","No data",0.02125084164437035,"No data",0.3329175330999794,"ATP binding cassette subfamily D member 1"
"SOX11",0.06764050500439413,"No data","No data","No data","No data","No data","No data",0.3382025250219706,"SRY-box transcription factor 11"
"FGF18",0.06764050500439413,"No data","No data","No data","No data","No data","No data",0.3382025250219706,"fibroblast growth factor 18"
"ETV4",0.0675518058392698,"No data","No data","No data","No data","No data","No data",0.337759029196349,"ETS variant transcription factor 4"
"PLXNB2",0.0675518058392698,"No data","No data","No data","No data","No data","No data",0.337759029196349,"plexin B2"
"ALDH1A2",0.0675518058392698,"No data","No data","No data","No data","No data","No data",0.337759029196349,"aldehyde dehydrogenase 1 family member A2"
"WNT11",0.0675518058392698,"No data","No data","No data","No data","No data","No data",0.337759029196349,"Wnt family member 11"
"SIX1",0.0675518058392698,"No data","No data","No data","No data","No data","No data",0.337759029196349,"SIX homeobox 1"
"SIX2",0.0675518058392698,"No data","No data","No data","No data","No data","No data",0.337759029196349,"SIX homeobox 2"
"IGF2BP1",0.0675518058392698,"No data","No data","No data","No data","No data","No data",0.337759029196349,"insulin like growth factor 2 mRNA binding protein 1"
"RIT1",0.06750745625670763,"No data","No data","No data","No data",0.01847899273423509,"No data",0.3329175330999794,"Ras like without CAAX 1"
"UQCRB",0.06750745625670763,"No data","No data","No data","No data",0.01847899273423509,"No data",0.3329175330999794,"ubiquinol-cytochrome c reductase binding protein"
"DISC1",0.06750745625670763,"No data","No data","No data","No data",0.01847899273423509,"No data",0.3329175330999794,"DISC1 scaffold protein"
"SLC7A7",0.06743354028577069,"No data","No data","No data","No data","No data","No data",0.3371677014288534,"solute carrier family 7 member 7"
"SLC16A10",0.06743354028577069,"No data","No data","No data","No data","No data","No data",0.3371677014288534,"solute carrier family 16 member 10"
"SLC6A19",0.06743354028577069,"No data","No data","No data","No data","No data","No data",0.3371677014288534,"solute carrier family 6 member 19"
"MOCS1",0.06743354028577069,"No data","No data","No data","No data","No data","No data",0.3371677014288534,"molybdenum cofactor synthesis 1"
"SLC23A1",0.06743354028577069,"No data","No data","No data","No data","No data","No data",0.3371677014288534,"solute carrier family 23 member 1"
"PRDX2",0.06732307697364827,"No data","No data","No data","No data",0.013756583479930565,"No data",0.33317623899825866,"peroxiredoxin 2"
"CYB561A3",0.06732266632936529,"No data","No data","No data","No data",0.014783194187388073,"No data",0.3329175330999794,"cytochrome b561 family member A3"
"KLF5",0.06731527473227158,"No data","No data","No data","No data",0.011087395640541052,"No data",0.33380452475122263,"Kruppel like factor 5"
"POLR1C",0.06727646884752969,"No data","No data","No data","No data",0.013859244550676317,"No data",0.3329175330999794,"RNA polymerase I and III subunit C"
"FGL1",0.06723396716424095,"No data","No data","No data","No data","No data","No data",0.3361698358212047,"fibrinogen like 1"
"RETNLB",0.06723396716424095,"No data","No data","No data","No data","No data","No data",0.3361698358212047,"resistin like beta"
"RCC1",0.06713787640202293,"No data","No data","No data","No data",0.011087395640541052,"No data",0.3329175330999794,"regulator of chromosome condensation 1"
"KAT8",0.06713787640202293,"No data","No data","No data","No data",0.011087395640541052,"No data",0.3329175330999794,"lysine acetyltransferase 8"
"ITGA11",0.06710831001364816,"No data","No data","No data","No data","No data","No data",0.33554155006824077,"integrin subunit alpha 11"
"TCIRG1",0.06710831001364816,"No data","No data","No data","No data","No data","No data",0.33554155006824077,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
"ENAM",0.06710831001364816,"No data","No data","No data","No data","No data","No data",0.33554155006824077,"enamelin"
"OTUD7A",0.06710831001364816,"No data","No data","No data","No data","No data","No data",0.33554155006824077,"OTU deubiquitinase 7A"
"LCAT",0.06700482765433644,"No data","No data","No data","No data",0.007391597093694037,"No data",0.33317623899825866,"lecithin-cholesterol acyltransferase"
"SLC4A1",0.06700482765433644,"No data","No data","No data","No data",0.007391597093694037,"No data",0.33317623899825866,"solute carrier family 4 member 1 (Diego blood group)"
"CYFIP1",0.06696518162491355,"No data","No data","No data","No data",0.3348259081245677,"No data","No data","cytoplasmic FMR1 interacting protein 1"
"SORD",0.06695308647468058,"No data","No data","No data","No data",0.007391597093694037,"No data",0.3329175330999794,"sorbitol dehydrogenase"
"CYP7A1",0.06695308647468058,"No data","No data","No data","No data",0.007391597093694037,"No data",0.3329175330999794,"cytochrome P450 family 7 subfamily A member 1"
"DDX25",0.06687917050374363,"No data","No data","No data","No data","No data","No data",0.33439585251871823,"DEAD-box helicase 25"
"ACSBG1",0.06687917050374363,"No data","No data","No data","No data","No data","No data",0.33439585251871823,"acyl-CoA synthetase bubblegum family member 1"
"SULT1E1",0.06687917050374363,"No data","No data","No data","No data","No data","No data",0.33439585251871823,"sulfotransferase family 1E member 1"
"RC3H1",0.06676090495024453,"No data","No data","No data","No data","No data","No data",0.33380452475122263,"ring finger and CCCH-type domains 1"
"CLDN15",0.06676090495024453,"No data","No data","No data","No data","No data","No data",0.33380452475122263,"claudin 15"
"EHF",0.06676090495024453,"No data","No data","No data","No data","No data","No data",0.33380452475122263,"ETS homologous factor"
"E2F4",0.06676090495024453,"No data","No data","No data","No data","No data","No data",0.33380452475122263,"E2F transcription factor 4"
"SAV1",0.06676090495024453,"No data","No data","No data","No data","No data","No data",0.33380452475122263,"salvador family WW domain containing protein 1"
"MCM2",0.06676090495024453,"No data","No data","No data","No data","No data","No data",0.33380452475122263,"minichromosome maintenance complex component 2"
"FOXL1",0.06676090495024453,"No data","No data","No data","No data","No data","No data",0.33380452475122263,"forkhead box L1"
"MAN2C1",0.06676090495024453,"No data","No data","No data","No data","No data","No data",0.33380452475122263,"mannosidase alpha class 2C member 1"
"RUNX1T1",0.06676090495024453,"No data","No data","No data","No data","No data","No data",0.33380452475122263,"RUNX1 partner transcriptional co-repressor 1"
"NKX2-3",0.06676090495024453,"No data","No data","No data","No data","No data","No data",0.33380452475122263,"NK2 homeobox 3"
"AP1M2",0.06676090495024453,"No data","No data","No data","No data","No data","No data",0.33380452475122263,"adaptor related protein complex 1 subunit mu 2"
"TNS3",0.06676090495024453,"No data","No data","No data","No data","No data","No data",0.33380452475122263,"tensin 3"
"SLC22A4",0.06676090495024453,"No data","No data","No data","No data","No data","No data",0.33380452475122263,"solute carrier family 22 member 4"
"PRKAA1",0.06663524779965174,"No data","No data","No data","No data","No data","No data",0.33317623899825866,"protein kinase AMP-activated catalytic subunit alpha 1"
"HLA-DQB2",0.06663524779965174,"No data","No data","No data","No data","No data","No data",0.33317623899825866,"major histocompatibility complex, class II, DQ beta 2"
"CD47",0.06663524779965174,"No data","No data","No data","No data","No data","No data",0.33317623899825866,"CD47 molecule"
"NMNAT3",0.06663524779965174,"No data","No data","No data","No data","No data","No data",0.33317623899825866,"nicotinamide nucleotide adenylyltransferase 3"
"EPB41",0.06663524779965174,"No data","No data","No data","No data","No data","No data",0.33317623899825866,"erythrocyte membrane protein band 4.1"
"PRKAG1",0.06663524779965174,"No data","No data","No data","No data","No data","No data",0.33317623899825866,"protein kinase AMP-activated non-catalytic subunit gamma 1"
"ADD1",0.06663524779965174,"No data","No data","No data","No data","No data","No data",0.33317623899825866,"adducin 1"
"UGT1A8",0.06658463042259231,0.06658463042259231,"No data","No data","No data","No data","No data","No data","UDP glucuronosyltransferase family 1 member A8"
"KLK13",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"kallikrein related peptidase 13"
"ADAMTSL4",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ADAMTS like 4"
"MFSD1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"major facilitator superfamily domain containing 1"
"PGBD1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"piggyBac transposable element derived 1"
"RCN1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"reticulocalbin 1"
"FAM216A",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"family with sequence similarity 216 member A"
"SOWAHA",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"sosondowah ankyrin repeat domain family member A"
"CEP135",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"centrosomal protein 135"
"ZFP91-CNTF",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ZFP91-CNTF readthrough (NMD candidate)"
"ST20-MTHFS",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ST20-MTHFS readthrough"
"MAST3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"microtubule associated serine/threonine kinase 3"
"NAT1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"N-acetyltransferase 1"
"HMCN1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"hemicentin 1"
"ERLIN1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ER lipid raft associated 1"
"SLC36A1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"solute carrier family 36 member 1"
"CDK5RAP3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"CDK5 regulatory subunit associated protein 3"
"SPRED2",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"sprouty related EVH1 domain containing 2"
"SCAMP2",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"secretory carrier membrane protein 2"
"ZFP91",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ZFP91 zinc finger protein, atypical E3 ubiquitin ligase"
"MAF",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"MAF bZIP transcription factor"
"PDHX",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"pyruvate dehydrogenase complex component X"
"HIPK4",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"homeodomain interacting protein kinase 4"
"USP42",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ubiquitin specific peptidase 42"
"DYNC1LI1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"dynein cytoplasmic 1 light intermediate chain 1"
"MLLT6",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"MLLT6, PHD finger containing"
"CAPN12",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"calpain 12"
"APOC4",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"apolipoprotein C4"
"TBCE",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"tubulin folding cofactor E"
"HERC1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"HECT and RLD domain containing E3 ubiquitin protein ligase family member 1"
"SERPINB2",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"serpin family B member 2"
"MRGPRX1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"MAS related GPR family member X1"
"RNF135",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ring finger protein 135"
"CDK13",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"cyclin dependent kinase 13"
"ST6GALNAC3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
"MRGPRX4",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"MAS related GPR family member X4"
"BZW1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"basic leucine zipper and W2 domains 1"
"COL16A1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"collagen type XVI alpha 1 chain"
"UGGT1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"UDP-glucose glycoprotein glucosyltransferase 1"
"ADAMTS14",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ADAM metallopeptidase with thrombospondin type 1 motif 14"
"MIR204",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"microRNA 204"
"KLK13",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"kallikrein related peptidase 13"
"MFSD1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"major facilitator superfamily domain containing 1"
"CEP135",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"centrosomal protein 135"
"SLC36A1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"solute carrier family 36 member 1"
"FAM216A",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"family with sequence similarity 216 member A"
"PGBD1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"piggyBac transposable element derived 1"
"ADAMTSL4",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ADAMTS like 4"
"GPR161",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"G protein-coupled receptor 161"
"PUDP",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"pseudouridine 5'-phosphatase"
"SUPT7L",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"SPT7 like, STAGA complex subunit gamma"
"PRR5-ARHGAP8",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"PRR5-ARHGAP8 readthrough"
"GALK2",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"galactokinase 2"
"HACD3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"3-hydroxyacyl-CoA dehydratase 3"
"CCDC25",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"coiled-coil domain containing 25"
"TMEM225",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"transmembrane protein 225"
"ZNF182",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"zinc finger protein 182"
"TPK1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"thiamin pyrophosphokinase 1"
"REV3L",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"REV3 like, DNA directed polymerase zeta catalytic subunit"
"USP53",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ubiquitin specific peptidase 53"
"MSH3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"mutS homolog 3"
"TMEM104",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"transmembrane protein 104"
"NELL1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"neural EGFL like 1"
"ULK3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"unc-51 like kinase 3"
"ALDH1L1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"aldehyde dehydrogenase 1 family member L1"
"SIVA1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"SIVA1 apoptosis inducing factor"
"ARHGAP8",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"Rho GTPase activating protein 8"
"CDC14A",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"cell division cycle 14A"
"CDK2AP2",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"cyclin dependent kinase 2 associated protein 2"
"KNL1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"kinetochore scaffold 1"
"GDE1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"glycerophosphodiester phosphodiesterase 1"
"PCBD1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"pterin-4 alpha-carbinolamine dehydratase 1"
"SPRYD3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"SPRY domain containing 3"
"AGBL1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"AGBL carboxypeptidase 1"
"CSTF3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"cleavage stimulation factor subunit 3"
"CPSF7",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"cleavage and polyadenylation specific factor 7"
"TBC1D8",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"TBC1 domain family member 8"
"MRGPRX3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"MAS related GPR family member X3"
"DNASE2B",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"deoxyribonuclease 2 beta"
"EPPIN",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"epididymal peptidase inhibitor"
"GPSM2",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"G protein signaling modulator 2"
"NR1D2",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"nuclear receptor subfamily 1 group D member 2"
"MIPOL1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"mirror-image polydactyly 1"
"NANS",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"N-acetylneuraminate synthase"
"SPNS2",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"sphingolipid transporter 2"
"MYO15A",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"myosin XVA"
"DSG1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"desmoglein 1"
"PHF20L1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"PHD finger protein 20 like 1"
"CIB3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"calcium and integrin binding family member 3"
"TEX2",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"testis expressed 2"
"GOT2",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"glutamic-oxaloacetic transaminase 2"
"ACTG2",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"actin gamma 2, smooth muscle"
"TGFA",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"transforming growth factor alpha"
"ARIH1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ariadne RBR E3 ubiquitin protein ligase 1"
"PHRF1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"PHD and ring finger domains 1"
"GRM6",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"glutamate metabotropic receptor 6"
"RBM25",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"RNA binding motif protein 25"
"SELENOF",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"selenoprotein F"
"CDC14B",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"cell division cycle 14B"
"ATG4B",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"autophagy related 4B cysteine peptidase"
"VPS13B",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"vacuolar protein sorting 13 homolog B"
"RCN1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"reticulocalbin 1"
"MAST3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"microtubule associated serine/threonine kinase 3"
"HMCN1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"hemicentin 1"
"ERLIN1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ER lipid raft associated 1"
"NAT1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"N-acetyltransferase 1"
"ST20-MTHFS",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ST20-MTHFS readthrough"
"ZFP91-CNTF",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ZFP91-CNTF readthrough (NMD candidate)"
"SOWAHA",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"sosondowah ankyrin repeat domain family member A"
"CDK5RAP3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"CDK5 regulatory subunit associated protein 3"
"RAB35",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"RAB35, member RAS oncogene family"
"RNF157",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"ring finger protein 157"
"TPM2",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"tropomyosin 2"
"TRMT10A",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"tRNA methyltransferase 10A"
"COX20",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"cytochrome c oxidase assembly factor COX20"
"PRPF40A",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"pre-mRNA processing factor 40 homolog A"
"PRC1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"protein regulator of cytokinesis 1"
"PRMT3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"protein arginine methyltransferase 3"
"SIPA1L3",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"signal induced proliferation associated 1 like 3"
"XBP1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"X-box binding protein 1"
"GGPS1",0.06658350661999587,"No data","No data","No data","No data","No data","No data",0.3329175330999794,"geranylgeranyl diphosphate synthase 1"
